,구,주소,위도,경도
416,진해구,경남 창원시 진해구 자은동  109,35.1549592,128.7211606
417,진해구,경남 창원시 진해구 자은동  102,35.1523661,128.7183937
418,진해구,경남 창원시 진해구 덕산동  585번지 소죽도찜질방,35.14095425,128.6888427
419,진해구,경남 창원시 진해구 덕산동  516-6 도로,35.14013393,128.7076449
420,진해구,경남 창원시 진해구 장천동  119-14 도로,35.12992097,128.7065077
421,진해구,경남 창원시 진해구 덕산동  64-14,35.1448243,128.704254
422,진해구,경남 창원시 진해구 덕산동  27-3,35.1441214,128.7012184
423,진해구,경남 창원시 진해구 덕산동  1-1,35.1450047,128.7050063
424,진해구,경남 창원시 진해구 풍호동  584,35.1440737,128.6898398
425,진해구,경남 창원시 진해구 풍호동  726-2 도로,35.13954611,128.7021518
426,진해구,경남 창원시 진해구 장천동  485-8 ,35.1316781,128.7036075
427,진해구,경남 창원시 진해구 풍호동  764-1,35.1434288,128.7034528
428,진해구,경남 창원시 진해구 풍호동  30-12 도로,35.13495742,128.7103379
429,진해구,경남 창원시 진해구 풍호동  305-3,35.135001,128.70451
430,진해구,경남 창원시 진해구 장천동  175-1,35.1233908,128.7075973
431,진해구,경남 창원시 진해구 행암동  153-5,35.115001,128.6995695
432,진해구,경남 창원시 진해구 행암동  121-45 ,35.1176483,128.6994575
433,진해구,경남 창원시 진해구 남문동  1253-5,35.1054659,128.7510163
434,진해구,경남 창원시 진해구 남문동  1305 (시티프라디움1차),35.1053123,128.7551345
435,진해구,경남 창원시 진해구 성내동  376(웅천행정복지센터),35.1111448,128.7498012
436,진해구,경남 창원시 진해구 용원동  1356(부영3단지입구),35.0886905,128.8027681
437,진해구,경남 창원시 진해구 용원동  1338-6,35.0885854,128.8100118
438,진해구,경남 창원시 진해구 용원동  1219-1,35.1000008,128.8144103
439,진해구,경남 창원시 진해구 용원동  1359,35.0885845,128.8141018
440,진해구,경남 창원시 진해구 용원동  1289,35.100843,128.809458
441,진해구,경남 창원시 진해구 용원동  1207-1 공원,35.103536,128.8066426
442,진해구,경남 창원시 진해구 용원동  1226 공원,35.10063496,128.817873
